#t,fmu0_p.e,fmu0_zChassis,fmu1_p.e,fmu1_p1.f,fmu1_zWheel,fmu2_p.f,fmu2_zGround
+6.4000000000000004e+00,+3.9289008113048449e+03,+1.1327383908088371e+00,+4.3212838443431901e+03,+8.1721185238665741e-05,+6.3323156595088936e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.4100000000000001e+00,+3.9287579525561005e+03,+1.1327392836548833e+00,+4.3211482436139058e+03,+9.3911543810067740e-05,+6.3323246995575133e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.4199999999999999e+00,+3.9285972963591475e+03,+1.1327417021311919e+00,+4.3209942696391827e+03,+1.0552628048689026e-04,+6.3323349644891624e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.4299999999999997e+00,+3.9284197634406528e+03,+1.1327456060226206e+00,+4.3208228323667172e+03,+1.1653786892594424e-04,+6.3323463936406621e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.4400000000000004e+00,+3.9282263127651322e+03,+1.1327509508922000e+00,+4.3206348822117434e+03,+1.2692139938323913e-04,+6.3323589236509925e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.4500000000000002e+00,+3.9280179374565187e+03,+1.1327576883211101e+00,+4.3204314059914150e+03,+1.3665461270220215e-04,+6.3323724887323485e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.4600000000000000e+00,+3.9277956606986399e+03,+1.1327657661572017e+00,+4.3202134228092345e+03,+1.4571793099858263e-04,+6.3323870209444943e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.4699999999999998e+00,+3.9275605316269084e+03,+1.1327751287710366e+00,+4.3199819798993121e+03,+1.5409447893075984e-04,+6.3324024504718202e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.4800000000000004e+00,+3.9273136212192953e+03,+1.1327857173184190e+00,+4.3197381484493508e+03,+1.6177008994560025e-04,+6.3324187059018189e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.4900000000000002e+00,+3.9270560181942010e+03,+1.1327974700083863e+00,+4.3194830194272017e+03,+1.6873329543266372e-04,+6.3324357145032961e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.5000000000000000e+00,+3.9267888249256771e+03,+1.1328103223756378e+00,+4.3192176994355978e+03,+1.7497529913619724e-04,+6.3324534025027368e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.5099999999999998e+00,+3.9265131533908793e+03,+1.1328242075563728e+00,+4.3189433066138108e+03,+1.8048994208174704e-04,+6.3324716953575222e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.5199999999999996e+00,+3.9262301211676413e+03,+1.1328390565665267e+00,+4.3186609665968263e+03,+1.8527366324082718e-04,+6.3324905180253199e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.5300000000000002e+00,+3.9259408475002410e+03,+1.1328547985814046e+00,+4.3183718085365826e+03,+1.8932545850145548e-04,+6.3325097952293363e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.5400000000000000e+00,+3.9256464494484885e+03,+1.1328713612157293e+00,+4.3180769611886662e+03,+1.9264683687808976e-04,+6.3325294517191988e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.5499999999999998e+00,+3.9253480381308755e+03,+1.1328886708031358e+00,+4.3177775490715239e+03,+1.9524177032304919e-04,+6.3325494125270110e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.5599999999999996e+00,+3.9250467150689201e+03,+1.1329066526741818e+00,+4.3174746887110250e+03,+1.9711663327902305e-04,+6.3325696032177126e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.5700000000000003e+00,+3.9247435686384742e+03,+1.1329252314319491e+00,+4.3171694849876849e+03,+1.9828013014729003e-04,+6.3325899501326033e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.5800000000000001e+00,+3.9244396706349421e+03,+1.1329443312243563e+00,+4.3168630276042941e+03,+1.9874321187508104e-04,+6.3326103806248313e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.5899999999999999e+00,+3.9241360729619055e+03,+1.1329638760123157e+00,+4.3165563876880524e+03,+1.9851898518692809e-04,+6.3326308232859141e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.5999999999999996e+00,+3.9238338044547149e+03,+1.1329837898329118e+00,+4.3162506145355028e+03,+1.9762261843518422e-04,+6.3326512081627517e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.6100000000000003e+00,+3.9235338678508547e+03,+1.1330039970568018e+00,+4.3159467325035257e+03,+1.9607124655986419e-04,+6.3326714669648831e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.6200000000000001e+00,+3.9232372369169593e+03,+1.1330244226390846e+00,+4.3156457380477113e+03,+1.9388387519468899e-04,+6.3326915332619393e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.6299999999999999e+00,+3.9229448537391750e+03,+1.1330449923629196e+00,+4.3153485969109433e+03,+1.9108128192993755e-04,+6.3327113426710591e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.6399999999999997e+00,+3.9226576261804912e+03,+1.1330656330752129e+00,+4.3150562414685246e+03,+1.8768591218930425e-04,+6.3327308330338872e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.6500000000000004e+00,+3.9223764255071032e+03,+1.1330862729137445e+00,+4.3147695682393378e+03,+1.8372176826854896e-04,+6.3327499445825008e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.6600000000000001e+00,+3.9221020841859845e+03,+1.1331068415251309e+00,+4.3144894355731685e+03,+1.7921429207727366e-04,+6.3327686200935818e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.6699999999999999e+00,+3.9218353938571872e+03,+1.1331272702730790e+00,+4.3142166615221549e+03,+1.7419024390072398e-04,+6.3327868050303171e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.6799999999999997e+00,+3.9215771034857803e+03,+1.1331474924364249e+00,+4.3139520219002516e+03,+1.6867758012283101e-04,+6.3328044476717782e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.6900000000000004e+00,+3.9213279176985034e+03,+1.1331674433964876e+00,+4.3136962485305939e+03,+1.6270533207891845e-04,+6.3328214992297571e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.7000000000000002e+00,+3.9210884953090299e+03,+1.1331870608133323e+00,+4.3134500276785902e+03,+1.5630348660063882e-04,+6.3328379139532254e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.7100000000000000e+00,+3.9208594480334282e+03,+1.1332062847905653e+00,+4.3132139986688435e+03,+1.4950286728024125e-04,+6.3328536492205423e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.7199999999999998e+00,+3.9206413393950447e+03,+1.1332250580283469e+00,+4.3129887526860402e+03,+1.4233501483569070e-04,+6.3328686656193967e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.7300000000000004e+00,+3.9204346838164829e+03,+1.1332433259643440e+00,+4.3127748317620726e+03,+1.3483206545707207e-04,+6.3328829270143272e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.7400000000000002e+00,+3.9202399458960244e+03,+1.1332610369023954e+00,+4.3125727279524044e+03,+1.2702662729126600e-04,+6.3328964006016397e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.7500000000000000e+00,+3.9200575398664996e+03,+1.1332781421287128e+00,+4.3123828827034467e+03,+1.1895165651951651e-04,+6.3329090569515711e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.7599999999999998e+00,+3.9198878292354825e+03,+1.1332945960154757e+00,+4.3122056864099632e+03,+1.1064033510494324e-04,+6.3329208700378037e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.7699999999999996e+00,+3.9197311266059019e+03,+1.1333103561117350e+00,+4.3120414781585951e+03,+1.0212595194541373e-04,+6.3329318172545634e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.7800000000000002e+00,+3.9195876936754862e+03,+1.1333253832215808e+00,+4.3118905456516632e+03,+9.3441788148622946e-05,+6.3329418794216918e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.7900000000000000e+00,+3.9194577414119208e+03,+1.1333396414695684e+00,+4.3117531253052111e+03,+8.4621006013449248e-05,+6.3329510407781220e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.7999999999999998e+00,+3.9193414303988670e+03,+1.1333530983534585e+00,+4.3116294025163279e+03,+7.5696540686448252e-05,+6.3329592889640496e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.8099999999999996e+00,+3.9192388713467376e+03,+1.1333657247843476e+00,+4.3115195120963181e+03,+6.6700993622143502e-05,+6.3329666149920505e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.8200000000000003e+00,+3.9191501257616833e+03,+1.1333774951143183e+00,+4.3114235388670286e+03,+5.7666527754046343e-05,+6.3329730132073347e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.8300000000000001e+00,+3.9190752067665589e+03,+1.1333883871517840e+00,+4.3113415184170317e+03,+4.8624765201896097e-05,+6.3329784812373369e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.8399999999999999e+00,+3.9190140800682602e+03,+1.1333983821647233e+00,+4.3112734380127258e+03,+3.9606688883857625e-05,+6.3329830199309567e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.8499999999999996e+00,+3.9189666650661447e+03,+1.1334074648720551e+00,+4.3112192376573203e+03,+3.0642549308341966e-05,+6.3329866332879836e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.8600000000000003e+00,+3.9189328360959280e+03,+1.1334156234234232e+00,+4.3111788112892164e+03,+2.1761777184403283e-05,+6.3329893283791916e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.8700000000000001e+00,+3.9189124238025984e+03,+1.1334228493677128e+00,+4.3111520081109065e+03,+1.2992901692048822e-05,+6.3329911152577456e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.8799999999999999e+00,+3.9189052166347483e+03,+1.1334291376106307e+00,+4.3111386340401878e+03,+4.3634737148874770e-06,+6.3329920068624623e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.8899999999999997e+00,+3.9189109624518269e+03,+1.1334344863617349e+00,+4.3111384532765878e+03,-4.1000066809393555e-06,+6.3329920189133693e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.9000000000000004e+00,+3.9189293702355267e+03,+1.1334388970713045e+00,+4.3111511899766574e+03,-1.2372158785944743e-05,+6.3329911698000307e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.9100000000000001e+00,+3.9189601118966898e+03,+1.1334423743574882e+00,+4.3111765300317093e+03,-2.0428785447586984e-05,+6.3329894804630271e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.9199999999999999e+00,+3.9190028241696900e+03,+1.1334449259241755e+00,+4.3112141229406980e+03,-2.8246932121941678e-05,+6.3329869742690958e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.9299999999999997e+00,+3.9190571105866525e+03,+1.1334465624700718e+00,+4.3112635837696253e+03,-3.5804939944270229e-05,+6.3329836768805015e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.9400000000000004e+00,+3.9191225435239148e+03,+1.1334472975894632e+00,+4.3113244951879051e+03,-4.3082492358445727e-05,+6.3329796161192831e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.9500000000000002e+00,+3.9191986663127586e+03,+1.1334471476651915e+00,+4.3113964095717893e+03,-5.0060655397025962e-05,+6.3329748218270243e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.9600000000000000e+00,+3.9192849954058520e+03,+1.1334461317543620e+00,+4.3114788511654524e+03,-5.6721912137098757e-05,+6.3329693257207809e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.9699999999999998e+00,+3.9193810225903312e+03,+1.1334442714673296e+00,+4.3115713182912432e+03,-6.3050191962272969e-05,+6.3329631612457271e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.9800000000000004e+00,+3.9194862172383641e+03,+1.1334415908405155e+00,+4.3116732856013723e+03,-6.9030895012814304e-05,+6.3329563634250541e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+6.9900000000000002e+00,+3.9196000285862174e+03,+1.1334381162036153e+00,+4.3117842063636099e+03,-7.4650911800033072e-05,+6.3329489687075724e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.0000000000000000e+00,+3.9197218880334508e+03,+1.1334338760417739e+00,+4.3119035147732156e+03,-7.9898637605209380e-05,+6.3329410148135989e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.0099999999999998e+00,+3.9198512114543532e+03,+1.1334289008532989e+00,+4.3120306282827214e+03,-8.4763981203106708e-05,+6.3329325405796311e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.0199999999999996e+00,+3.9199874015140381e+03,+1.1334232230034897e+00,+4.3121649499405848e+03,-8.9238367654488615e-05,+6.3329235858024424e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.0300000000000002e+00,+3.9201298499816130e+03,+1.1334168765751669e+00,+4.3123058707296495e+03,-9.3314735280869727e-05,+6.3329141910831710e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.0400000000000000e+00,+3.9202779400326981e+03,+1.1334098972164754e+00,+4.3124527718967665e+03,-9.6987527264652768e-05,+6.3329043976720301e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.0499999999999998e+00,+3.9204310485333567e+03,+1.1334023219865401e+00,+4.3126050272657312e+03,-1.0025267845099107e-04,+6.3328942473140981e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.0599999999999996e+00,+3.9205885482976018e+03,+1.1333941891995460e+00,+4.3127620055264661e+03,-1.0310759780618151e-04,+6.3328837820967165e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.0700000000000003e+00,+3.9207498103109679e+03,+1.1333855382678053e+00,+4.3129230724939125e+03,-1.0555114671849896e-04,+6.3328730442988890e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.0800000000000001e+00,+3.9209142059131582e+03,+1.1333764095443704e+00,+4.3130875933301486e+03,-1.0758361307055384e-04,+6.3328620762431409e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.0899999999999999e+00,+3.9210811089334106e+03,+1.1333668441657376e+00,+4.3132549347230679e+03,-1.0920668089970085e-04,+6.3328509201502781e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.0999999999999996e+00,+3.9212498977726486e+03,+1.1333568838951746e+00,+4.3134244670147482e+03,-1.1042339556891949e-04,+6.3328396179974988e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.1100000000000003e+00,+3.9214199574267604e+03,+1.1333465709671939e+00,+4.3135955662726947e+03,-1.1123812460268751e-04,+6.3328282113803025e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.1200000000000001e+00,+3.9215906814454679e+03,+1.1333359479336798e+00,+4.3137676162975686e+03,-1.1165651458398137e-04,+6.3328167413786474e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.1299999999999999e+00,+3.9217614738212806e+03,+1.1333250575121561e+00,+4.3139400105617287e+03,-1.1168544463808157e-04,+6.3328052484277042e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.1399999999999997e+00,+3.9219317508032887e+03,+1.1333139424366703e+00,+4.3141121540736776e+03,-1.1133297697070903e-04,+6.3327937721935734e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.1500000000000004e+00,+3.9221009426308897e+03,+1.1333026453117441e+00,+4.3142834651641006e+03,-1.1060830476414694e-04,+6.3327823514542125e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.1600000000000001e+00,+3.9222684951831052e+03,+1.1332912084698279e+00,+4.3144533771895112e+03,-1.0952169753768532e-04,+6.3327710239858526e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.1699999999999999e+00,+3.9224338715397375e+03,+1.1332796738326685e+00,+4.3146213401495788e+03,-1.0808444397659757e-04,+6.3327598264551810e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.1799999999999997e+00,+3.9225965534511183e+03,+1.1332680827769845e+00,+4.3147868222142797e+03,-1.0630879226790212e-04,+6.3327487943175353e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.1900000000000004e+00,+3.9227560427135986e+03,+1.1332564760048109e+00,+4.3149493111571428e+03,-1.0420788811975883e-04,+6.3327379617213453e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.2000000000000002e+00,+3.9229118624481848e+03,+1.1332448934188657e+00,+4.3151083156912846e+03,-1.0179571081202228e-04,+6.3327273614190693e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.2100000000000000e+00,+3.9230635582799187e+03,+1.1332333740032479e+00,+4.3152633667055388e+03,-9.9087007727614239e-05,+6.3327170246847864e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.2199999999999998e+00,+3.9232106994158789e+03,+1.1332219557097718e+00,+4.3154140183986874e+03,-9.6097227801329705e-05,+6.3327069812385761e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.2300000000000004e+00,+3.9233528796200462e+03,+1.1332106753502025e+00,+4.3155598493103525e+03,-9.2842454213114958e-05,+6.3326972591777997e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.2400000000000002e+00,+3.9234897180837529e+03,+1.1331995684946328e+00,+4.3157004632475519e+03,-8.9339336515433974e-05,+6.3326878849153201e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.2500000000000000e+00,+3.9236208601909848e+03,+1.1331886693762268e+00,+4.3158354901061102e+03,-8.5605022283664637e-05,+6.3326788831247505e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.2599999999999998e+00,+3.9237459781782845e+03,+1.1331780108025180e+00,+4.3159645865862449e+03,-8.1657088379753326e-05,+6.3326702766927412e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.2699999999999996e+00,+3.9238647716893479e+03,+1.1331676240734243e+00,+4.3160874368018858e+03,-7.7513471996377653e-05,+6.3326620866783678e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.2800000000000002e+00,+3.9239769682247893e+03,+1.1331575389061230e+00,+4.3162037527835719e+03,-7.3192401750014874e-05,+6.3326543322795903e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.2900000000000000e+00,+3.9240823234876675e+03,+1.1331477833668959e+00,+4.3163132748752832e+03,-6.8712329185429677e-05,+6.3326470308068106e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.2999999999999998e+00,+3.9241806216257055e+03,+1.1331383838100322e+00,+4.3164157720261310e+03,-6.4091861040313681e-05,+6.3326401976634195e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.3099999999999996e+00,+3.9242716753713689e+03,+1.1331293648238445e+00,+4.3165110419782859e+03,-5.9349692563734338e-05,+6.3326338463332765e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.3200000000000003e+00,+3.9243553260813947e+03,+1.1331207491838449e+00,+4.3165989113529249e+03,-5.4504542069697735e-05,+6.3326279883749670e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.3300000000000001e+00,+3.9244314436777358e+03,+1.1331125578130758e+00,+4.3166792356361875e+03,-4.9575086833556837e-05,+6.3326226334227509e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.3399999999999999e+00,+3.9244999264922676e+03,+1.1331048097495915e+00,+4.3167518990672725e+03,-4.4579900410431539e-05,+6.3326177891940127e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.3499999999999996e+00,+3.9245607010179324e+03,+1.1330975221210473e+00,+4.3168168144309566e+03,-3.9537391490225096e-05,+6.3326134615030993e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.3600000000000003e+00,+3.9246137215692202e+03,+1.1330907101263359e+00,+4.3168739227570577e+03,-3.4465744472493780e-05,+6.3326096542813615e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.3700000000000001e+00,+3.9246589698550379e+03,+1.1330843870241825e+00,+4.3169231929296693e+03,-2.9382862001496161e-05,+6.3326063696031865e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.3799999999999999e+00,+3.9246964544672037e+03,+1.1330785641285934e+00,+4.3169646212093994e+03,-2.4306309708269712e-05,+6.3326036077178727e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.3899999999999997e+00,+3.9247262102879627e+03,+1.1330732508110357e+00,+4.3169982306721631e+03,-1.9253263362709509e-05,+6.3326013670870229e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.4000000000000004e+00,+3.9247482978201992e+03,+1.1330684545091871e+00,+4.3170240705683564e+03,-1.4240458566238637e-05,+6.3325996444272759e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
+7.4100000000000001e+00,+3.9247628024441988e+03,+1.1330641807421014e+00,+4.3170422156063942e+03,-9.2841430515190671e-06,+6.3325984347580755e-01,+7.1054273576010019e-15,+1.0000000000000001e-01
